,Info: Tipo,Info: Empresa,Info: Setor,Info: Subsetor,PriceInfo: Cotação,PriceInfo: Data últ cot,PriceInfo: Min 52 sem,PriceInfo: Max 52 sem,PriceInfo: Vol $ méd (2m),MarketValue: Valor de mercado,MarketValue: Valor da firma,MarketValue: Últ balanço processado,MarketValue: Nro Ações,Oscilations: Dia,Oscilations: Mês,Oscilations: 30 dias,Oscilations: 12 meses,Oscilations: 2020,Oscilations: 2019,Oscilations: 2018,Oscilations: 2017,Oscilations: 2016,Oscilations: 2015,,FundamentalIndicators: P/L,FundamentalIndicators: P/VP,FundamentalIndicators: P/EBIT,FundamentalIndicators: PSR,FundamentalIndicators: P/Ativos,FundamentalIndicators: P/Cap Giro,FundamentalIndicators: P/Ativ Circ Liq,FundamentalIndicators: Div Yield,FundamentalIndicators: EV / EBITDA,FundamentalIndicators: EV / EBIT,FundamentalIndicators: Cres Rec (5a),FundamentalIndicators: LPA,FundamentalIndicators: VPA,FundamentalIndicators: Marg Bruta,FundamentalIndicators: Marg EBIT,FundamentalIndicators: Marg Líquida,FundamentalIndicators: EBIT / Ativo,FundamentalIndicators: ROIC,FundamentalIndicators: ROE,FundamentalIndicators: Liquidez Corr,FundamentalIndicators: Div Br/ Patrim,FundamentalIndicators: Giro Ativos,BalanceSheet: Ativo,BalanceSheet: Disponibilidades,BalanceSheet: Ativo Circulante,BalanceSheet: Dív Bruta,BalanceSheet: Dív Líquida,BalanceSheet: Patrim Líq,Demonstrative12M: Receita Líquida,Demonstrative12M: EBIT,Demonstrative12M: Lucro Líquido,Demontrative3M: Receita Líquida,Demontrative3M: EBIT,Demontrative3M: Lucro Líquido,BalanceSheet: Cart de Crédito,BalanceSheet: Depósitos,Demonstrative12M: Result Int Financ,Demonstrative12M: Rec Serviços,Demontrative3M: Result Int Financ,Demontrative3M: Rec Serviços
LREN3,ON,RENNER ON,Comércio,Tecidos. Vestuário e Calçados,4060,26/06/2020,2994,6064,414230000,32301000000,33069200000,31/03/2020,795590000,-0.51%,5.48%,6.58%,-12.40%,-27.47%,47.50%,20.89%,70.91%,38.28%,13.91%,,3408,689,1354,338,275,1799,-7095,0.8%,1055,1387,12.0%,119,589,61.5%,24.9%,9.9%,20.3%,26.1%,20.2%,137,054,081,11742100000,1743640000,6598660000,2511840000,768195000,4688160000,9560080000,2385010000,947914000,1863760000,314902000,10419000,,,,,,
CSNA3,ON,CSN ON,Siderurgia e Metalurgia,Siderurgia,1071,26/06/2020,579,1722,150269000,14860400000,45554800000,31/03/2020,1387520000,-3.77%,3.78%,25.56%,-32.23%,-24.02%,70.82%,13.31%,-22.78%,170.49%,-17.10%,,3410,356,307,060,028,615,-045,2.9%,705,942,13.7%,031,301,30.3%,19.5%,3.4%,9.2%,10.9%,10.5%,120,854,047,52723100000,4925600000,14385600000,35620100000,30694500000,4170010000,24765600000,4835950000,435788000,5334650000,806976000,-1360850000,,,,,,
ELEK4,PN,ELEKEIROZ S/A PN,Químicos,Petroquímicos,2668,23/06/2020,1372,3894,28792,840020000,997796000,31/03/2020,31485000,0.00%,39.76%,39.76%,94.42%,51.28%,49.32%,42.94%,125.40%,-38.99%,-15.91%,,3414,371,7275,086,149,524,-15405,1.6%,3435,8641,5.7%,078,719,11.4%,1.2%,2.5%,2.0%,2.5%,10.9%,194,099,172,563726000,65985000,331946000,223761000,157776000,226327000,971739000,11547000,24603000,229395000,-996000,-4767000,,,,,,
PNVL4,PN,PANVEL FARMÁCIAS PN,Comércio e Distribuição,Medicamentos,1987,26/06/2020,794,2467,178966,2691990000,3171860000,31/03/2020,135480000,5.36%,11.01%,11.50%,137.16%,35.47%,102.90%,-34.71%,47.44%,58.46%,-6.21%,,3456,504,2333,097,169,759,-2978,0.6%,1481,2749,8.0%,057,394,29.6%,4.2%,2.8%,7.3%,10.3%,14.6%,158,116,175,1588260000,140683000,963573000,620560000,479877000,534292000,2779820000,115391000,77894000,692964000,25604000,14518000,,,,,,
B3SA3,ON,B3 ON,Serviços Financeiros Diversos,Serviços Financeiros Diversos,5345,26/06/2020,2997,5500,606878000,110061000000,104341000000,31/03/2020,2059140000,-2.82%,17.34%,14.95%,49.62%,27.33%,63.26%,20.79%,40.49%,55.25%,21.98%,,3512,442,2879,1549,268,5813,-2523,2.6%,2148,2729,35.8%,152,1209,90.6%,53.8%,44.1%,9.3%,12.7%,12.6%,119,021,017,41141800000,10975700000,11881300000,5255340000,-5720370000,24885200000,7103470000,3823130000,3133520000,1905200000,1307390000,1025550000,,,,,,
RENT3,ON,LOCALIZA RENT A CAR ON,Diversos,Aluguel de Carros,4025,26/06/2020,2327,5530,350275000,30528300000,37698400000,31/03/2020,758467000,-2.90%,4.79%,9.34%,5.57%,-14.77%,68.75%,36.13%,105.40%,41.42%,-28.48%,,3575,562,1930,290,148,1851,-308,0.9%,1609,2384,28.9%,113,716,25.2%,15.0%,8.1%,7.7%,10.8%,15.7%,145,204,051,20643100000,3893680000,5317300000,11063800000,7170140000,5429420000,10542600000,1581450000,854029000,2794630000,451987000,230871000,,,,,,
REDE3,ON,REDE EMPRESAS DE ENERGIA ELÉTRICA SA ON,Energia Elétrica,Energia Elétrica,1015,26/06/2020,692,1015,14157,21419800000,28402000000,31/03/2020,2110320000,0.50%,1.10%,1.10%,41.08%,19.83%,30.77%,138.97%,26.51%,110.79%,45.72%,,3605,595,1315,193,107,1419,-229,1.2%,1253,1743,9.7%,028,171,20.3%,14.7%,7.4%,8.1%,9.4%,16.5%,135,246,055,20002400000,1876890000,5842420000,8859120000,6982230000,3600850000,11075500000,1629450000,594183000,2564670000,321386000,107119000,,,,,,
PCAR3,ON,PÃO DE AÇÚCAR ON,Comércio e Distribuição,Alimentos,6881,26/06/2020,5500,9913,124390000,18444500000,30096500000,31/03/2020,268049000,-3.34%,9.26%,14.99%,-25.21%,-21.90%,5.60%,1.26%,80.77%,-14.99%,-24.78%,,3652,164,442,029,031,-1036,-074,0.8%,504,722,2.1%,188,4197,21.3%,6.6%,0.8%,7.0%,10.1%,4.5%,092,158,107,59601000000,6152000000,20641000000,17804000000,11652000000,11251000000,63608000000,4171000000,505000000,19682000000,1196000000,-130000000,,,,,,
EUCA3,ON,EUCATEX ON,Madeira e Papel,Madeira,2635,26/06/2020,600,13400,616644,2440510000,2855200000,31/12/2019,92619000,-1.05%,103.95%,86.22%,178.54%,-58.76%,579.79%,35.84%,74.31%,-59.11%,-0.41%,,3716,184,1605,160,106,2817,-850,0.0%,998,1877,7.0%,071,1432,28.1%,10.0%,4.3%,6.6%,7.2%,5.0%,114,033,066,2299000000,18466000,685179000,433154000,414688000,1326730000,1525780000,152085000,65683000,397493000,41229000,31586000,,,,,,
AHEB6,PNB,PARQUE ANHEMBI PNB,Exploração de Imóveis,Exploração de Imóveis,3099,09/06/2020,3099,3100,667,264779000,239070000,31/03/2020,8544000,0.00%,0.00%,0.00%,-0.03%,-0.03%,-37.49%,0.00%,33.33%,500.00%,0.00%,,3854,1221,3269,290,099,-1494,-134,0.0%,2952,2952,-19.4%,080,254,11.8%,8.9%,7.5%,3.0%,3.6%,31.7%,073,-,034,268004000,25709000,48821000,0,-25709000,21683000,91404000,8099000,6871000,54676000,-5651000,-5611000,,,,,,
WSON33,DR3,Wilson Sons DR3,Transporte,Serviços de Apoio e Armazenagem,3150,26/06/2020,2619,4794,2204270,2243430000,4237420000,31/03/2020,71220000,-2.48%,6.78%,9.53%,-7.22%,-26.69%,18.46%,5.12%,24.90%,7.46%,12.13%,,3870,098,350,138,042,721,-102,3.6%,662,662,0.1%,081,3216,44.1%,39.3%,3.9%,11.9%,13.8%,2.5%,155,109,030,5378230000,503255000,881465000,2497240000,1993990000,2290150000,1629770000,640522000,57966000,406389000,164300000,-35805000,,,,,,
BMIN3,ON,BANCO MERCANTIL DE INVESTIMENTOS SA ON,Financeiros,Bancos,2335,26/06/2020,1500,3320,51093,112664000,-,31/03/2020,4825000,-9.14%,20.86%,43.34%,45.03%,40.66%,12.93%,-63.91%,8.70%,-48.90%,0.74%,,3939,091,-,-,-,-,-,0.0%,-,-,-12.2%,059,2561,-,-,0.0%,0.0%,-,2.3%,-,-,-,195027000,,,,,123580000,,,2860000,,,504000,39647000,52003000,10145000,3760000,2342000,581000
CRFB3,ON NM,CARREFOUR BR ON NM,Comércio e Distribuição,Alimentos,1950,26/06/2020,1713,2455,131988000,38707900000,43288900000,31/03/2020,1985020000,-2.50%,5.46%,9.61%,-9.13%,-16.49%,30.45%,21.03%,2.35%,0.00%,0.00%,,4140,279,1035,063,092,1543,-475,1.2%,896,1157,10.1%,047,700,20.6%,6.1%,2.0%,8.9%,11.3%,6.7%,116,043,147,41957000000,1388000000,18659000000,5969000000,4581000000,13889000000,61803000000,3740000000,935000000,15381000000,845000000,363000000,,,,,,
CEGR3,ON,CEG ON,Gás,Gás,6010,10/06/2020,4493,7000,1279,15604200000,16584200000,31/12/2019,259638000,0.00%,0.17%,0.17%,32.51%,28.35%,50.17%,26.89%,15.93%,-76.02%,3.25%,,4184,1709,2466,337,481,-4583,-917,0.0%,2167,2621,7.5%,144,352,23.1%,13.7%,8.1%,19.5%,22.3%,40.8%,065,110,143,3245520000,24369000,631548000,1004370000,980003000,913036000,4631110000,632739000,372918000,1256820000,195709000,124718000,,,,,,
BPAC3,ON,BTGP BANCO ON,Financeiros,Bancos,3750,26/06/2020,1860,4000,69067,97718700000,-,31/03/2020,2605830000,-3.35%,61.99%,54.00%,79.64%,-5.82%,396.90%,7.05%,151.50%,0.00%,0.00%,,4391,444,-,-,-,-,-,1.2%,-,-,-77.3%,085,844,-,-,0.0%,0.0%,-,10.1%,-,-,-,236221000000,,,,,21998900000,,,2225450000,,,-907789000,24388600000,25405500000,-301341000,1583330000,-3375060000,435445000
RADL3,ON,RAIADROGASIL ON,Comércio e Distribuição,Medicamentos,10852,26/06/2020,7552,12821,194880000,35853500000,36733000000,31/03/2020,330386000,-1.31%,-0.72%,-0.42%,48.96%,-2.51%,96.69%,-37.26%,51.16%,73.98%,41.97%,,4443,873,3575,193,275,1911,-1434,0.6%,1801,3663,17.5%,244,1242,29.5%,5.4%,4.4%,7.7%,10.3%,19.7%,142,034,142,13026600000,533708000,6370090000,1413170000,879466000,4104780000,18562100000,1002910000,807057000,4949870000,254284000,123320000,,,,,,
PNVL3,ON,PANVEL FARMÁCIAS ON,Comércio e Distribuição,Medicamentos,2560,26/06/2020,1215,3000,2613850,3468290000,3948170000,31/03/2020,135480000,-0.39%,8.70%,9.03%,91.57%,30.39%,91.72%,-21.20%,-40.06%,131.99%,35.67%,,4453,649,3006,125,218,977,-3837,0.4%,1844,3422,8.0%,057,394,29.6%,4.2%,2.8%,7.3%,10.3%,14.6%,158,116,175,1588260000,140683000,963573000,620560000,479877000,534292000,2779820000,115391000,77894000,692964000,25604000,14518000,,,,,,
TOTS3,ON NM,TOTVS ON NM,Programas e Serviços,Programas e Serviços,2226,26/06/2020,1400,2784,112031000,12864300000,11946200000,31/03/2020,577913000,-3.51%,10.69%,7.69%,55.18%,3.69%,139.79%,-8.47%,25.64%,-20.08%,-10.83%,,4963,509,1439,555,357,1109,1647,0.8%,1146,1336,3.6%,045,437,67.9%,38.5%,11.2%,24.8%,41.1%,10.3%,266,018,064,3606100000,1365370000,1859980000,447259000,-918107000,2527050000,2319950000,894089000,259222000,601418000,237392000,61508000,,,,,,
EQPA6,PNB,EQTL PARA PNB,Energia Elétrica,Energia Elétrica,1068,20/05/2020,507,2058,315,23592900000,25583600000,31/12/2019,2209070000,0.00%,0.00%,0.00%,110.65%,6.80%,-32.07%,0.00%,0.00%,0.00%,0.00%,,5029,715,2147,422,237,1026,-778,0.7%,1820,2328,8.1%,021,149,26.8%,19.6%,8.4%,11.0%,14.0%,14.2%,274,105,056,9955000000,1472350000,3619270000,3462990000,1990650000,3301870000,5595340000,1098810000,469117000,1678230000,446979000,190407000,,,,,,
CCPR3,ON,CYRELA COMMERCIAL PROPERTIES SA EMP PART ON,Exploração de Imóveis,Exploração de Imóveis,1474,26/06/2020,1145,2641,6349120,2433780000,3164630000,31/03/2020,165114000,-5.15%,6.04%,7.99%,23.22%,-41.81%,192.07%,8.48%,26.90%,15.75%,-27.30%,,5283,128,953,498,046,347,-215,0.3%,1040,1239,6.0%,028,1155,65.2%,52.3%,23.5%,4.9%,5.8%,2.4%,432,082,009,5239080000,828429000,912373000,1559280000,730848000,1907050000,488410000,255469000,46068000,129901000,71724000,16415000,,,,,,
MOVI3,ON NM,MOVIDA ON NM,Diversos,Aluguel de Carros,1282,26/06/2020,771,2249,41656000,3832170000,6051700000,31/03/2020,298921000,-2.21%,14.98%,22.45%,-8.18%,-32.57%,125.74%,27.18%,-3.34%,0.00%,0.00%,,5363,176,713,095,053,-1254,-124,2.8%,696,1126,26.9%,024,729,24.3%,13.3%,1.8%,7.4%,11.4%,3.3%,087,150,055,7290570000,1049480000,2021660000,3269020000,2219540000,2179640000,4034680000,537582000,71458000,1011170000,140731000,-114374000,,,,,,
HAPV3,ON NM,HAPVIDA ON NM,Saúde,Serviços Médico - Hospitalares. Análises e Diagnósticos,6132,26/06/2020,3172,6911,141410000,45559900000,45742800000,31/03/2020,742986000,-1.22%,11.78%,11.88%,61.36%,-3.84%,106.40%,8.71%,0.00%,0.00%,0.00%,,5631,614,4231,706,356,5535,-1741,0.5%,3258,4248,36.1%,109,999,38.8%,16.7%,12.6%,8.4%,10.0%,10.9%,143,028,050,12798000000,1888930000,2754240000,2071870000,182935000,7424030000,6456170000,1076810000,809101000,2078790000,311241000,164429000,,,,,,
ALPA3,ON N1,ALPARGATAS ON N1,Tecidos. Vestuário e Calçados,Calçados,2400,26/06/2020,1451,3389,47137,14113500000,13795800000,31/03/2020,588062000,-1.32%,12.94%,14.23%,27.54%,-12.83%,110.70%,-1.43%,95.87%,-5.04%,63.02%,,5704,507,2592,401,269,1044,2061,0.2%,1963,2534,-3.2%,042,473,51.2%,15.5%,6.8%,10.4%,15.4%,8.9%,179,040,067,5253920000,1420730000,3074570000,1103050000,-317681000,2783090000,3519000000,544457000,247444000,747041000,66719000,26422000,,,,,,
CPRE3,ON NM,CPFL RENOVAV ON NM,Energia Elétrica,Energia Elétrica,1822,25/06/2020,1289,1976,11110,9498360000,13556200000,31/03/2020,521315000,0.00%,5.93%,7.05%,24.79%,-1.51%,14.55%,21.06%,14.21%,1.65%,-1.71%,,5901,210,1261,480,080,-4827,-163,0.0%,968,1800,7.8%,031,866,45.9%,38.1%,8.6%,6.4%,7.0%,3.6%,088,111,017,11820400000,949673000,1392290000,5007540000,4057870000,4512900000,1978360000,753158000,160960000,384542000,132691000,-31532000,,,,,,
WEGE3,ON N1,WEG SA ON N1,Máquinas e Equipamentos,Motores. Compressores e Outros,5000,26/06/2020,2110,5000,228210000,104933000000,104497000000,31/03/2020,2098660000,1.58%,19.53%,23.70%,139.34%,44.86%,100.56%,-3.84%,58.22%,6.26%,-3.08%,,6004,1088,4531,743,604,1857,3371,0.9%,3844,4512,10.4%,083,459,29.7%,16.4%,12.6%,13.3%,17.3%,18.1%,214,026,081,17371300000,2899190000,10600700000,2463430000,-435764000,9642110000,14129500000,2316110000,1747760000,3714440000,592755000,440023000,,,,,,
LAME3,ON,LOJAS AMERICANAS SA ON,Comércio,Produtos Diversos,2651,26/06/2020,1281,2762,49141700,42968700000,50371200000,31/03/2020,1620850000,-2.25%,13.19%,15.61%,105.78%,34.64%,33.11%,15.09%,5.15%,20.85%,-5.42%,,6066,797,1887,221,127,452,-625,0.7%,1364,2212,1.5%,044,333,36.1%,11.7%,3.1%,6.7%,13.8%,13.1%,195,349,057,33923900000,11448100000,19486800000,18850600000,7402470000,5394620000,19461300000,2277640000,708346000,4057240000,232169000,-49192000,,,,,,
UGPA3,ON,ULTRAPAR PARTICIPAÇÕES SA ON,Holdings Diversificadas,Holdings Diversificadas,1764,26/06/2020,1069,2746,142280000,19667200000,32378800000,31/03/2020,1114920000,-3.66%,3.04%,3.16%,-13.33%,-29.90%,-1.77%,-27.28%,12.38%,15.92%,22.18%,,6540,216,1145,022,060,203,-235,2.5%,1126,1886,4.7%,027,818,6.8%,1.9%,0.4%,5.2%,7.0%,3.3%,278,205,272,33015900000,5954710000,15129300000,18666300000,12711600000,9116680000,89945800000,1717150000,300724000,21387100000,355160000,160859000,,,,,,
ALPA4,PN N1,ALPARGATAS PN N1,Tecidos. Vestuário e Calçados,Calçados,2894,26/06/2020,1760,3791,59437800,17018500000,16700800000,31/03/2020,588062000,-3.92%,16.55%,11.39%,42.86%,-12.69%,143.94%,0.30%,78.32%,43.59%,14.97%,,6878,611,3126,484,324,1258,2486,0.2%,2377,3067,-3.2%,042,473,51.2%,15.5%,6.8%,10.4%,15.4%,8.9%,179,040,067,5253920000,1420730000,3074570000,1103050000,-317681000,2783090000,3519000000,544457000,247444000,747041000,66719000,26422000,,,,,,
LAME4,PN,LOJAS AMERICANAS SA PN,Comércio,Produtos Diversos,3113,26/06/2020,1576,3340,298187000,50457000000,57859500000,31/03/2020,1620850000,-3.92%,10.19%,15.72%,92.52%,20.15%,33.14%,15.97%,0.48%,5.63%,14.90%,,7123,935,2215,259,149,531,-734,0.6%,1567,2540,1.5%,044,333,36.1%,11.7%,3.1%,6.7%,13.8%,13.1%,195,349,057,33923900000,11448100000,19486800000,18850600000,7402470000,5394620000,19461300000,2277640000,708346000,4057240000,232169000,-49192000,,,,,,
RLOG3,ON NM,COSAN LOG ON NM,Transporte,Transporte Ferroviário,1955,26/06/2020,1121,2350,13332300,9056030000,20717400000,31/03/2020,463224000,-3.17%,8.25%,17.07%,14.33%,-15.73%,77.78%,40.63%,90.95%,26.56%,-62.68%,,7153,394,463,132,026,587,-041,0.0%,565,1059,9.8%,027,496,34.2%,28.5%,6.9%,5.5%,6.2%,5.5%,147,645,019,35379500000,3176950000,4850420000,14838300000,11661300000,2299420000,6876460000,1956930000,126608000,1423560000,244808000,-80350000,,,,,,
RAIL3,ON NM,ALL - AMÉRICA LATINA LOGÍSTICA S/A ON NM,Transporte,Transporte Ferroviário,2279,26/06/2020,1429,2687,195353000,35530000000,47188900000,31/03/2020,1559020000,-2.65%,1.15%,6.45%,13.95%,-12.68%,53.53%,31.07%,111.24%,-1.60%,-53.05%,,7413,440,1844,517,100,2298,-160,0.0%,1297,2450,14.4%,031,518,34.2%,28.0%,7.1%,5.4%,6.1%,5.9%,147,184,019,35374000000,3176950000,4846000000,14835900000,11658900000,8081230000,6876460000,1926470000,479293000,1423560000,247575000,-272590000,,,,,,
ALSO3,ON,ALIANSCSONAE ON,Exploração de Imóveis,Exploração de Imóveis,2743,26/06/2020,2128,5490,63432300,7290150000,5817260000,31/03/2020,265773000,-5.02%,7.65%,2.24%,-7.92%,-45.29%,97.64%,3.72%,50.25%,9.48%,-2.56%,,7533,111,1599,830,067,475,-459,0.0%,937,1276,22.6%,036,2464,71.1%,51.9%,14.3%,4.2%,4.8%,1.5%,903,-,008,10935400000,1472890000,1727380000,0,-1472890000,6548200000,878059000,456020000,96776000,229289000,109492000,103911000,,,,,,
MTRE3,ON NM,MITRE REALTY ON NM,Construção e Engenharia,Construção Civil,1548,26/06/2020,940,2080,9020280,1637400000,816359000,31/03/2020,105775000,-0.45%,24.84%,25.34%,-25.58%,-25.58%,0.00%,0.00%,0.00%,0.00%,0.00%,,8081,170,4472,523,131,174,197,0.0%,2135,2230,-,019,908,30.9%,11.7%,6.5%,2.9%,11.0%,2.1%,639,008,025,1247400000,901911000,1116710000,80873000,-821038000,960804000,313019000,36612000,20263000,48012000,-1612000,-6423000,,,,,,
GNDI3,ON NM,INTERMEDICA ON NM,Saúde,Serviços Médico - Hospitalares. Análises e Diagnósticos,6652,26/06/2020,3339,7607,257419000,40157700000,40215800000,31/03/2020,603693000,0.03%,6.77%,6.60%,67.29%,-2.20%,135.75%,43.60%,0.00%,0.00%,0.00%,,8346,614,3863,443,301,-47799,-1007,0.3%,3089,3869,37.5%,080,1083,27.5%,11.5%,5.3%,7.8%,8.8%,7.4%,097,022,068,13344400000,1408540000,2816480000,1466690000,58155000,6538950000,9071530000,1039560000,481145000,2559450000,339737000,160404000,,,,,,
IDNT3,ON,IDEIASNET ON,Programas e Serviços,Programas e Serviços,361,26/06/2020,185,499,475605,283205000,281759000,31/03/2020,78450000,-11.95%,55.60%,54.27%,35.21%,11.08%,-45.19%,-42.93%,142.19%,-67.00%,-18.24%,,9086,1669,-3857,-,450,-,-,0.0%,-3839,-3837,-97.7%,004,022,-,-,0.0%,-11.7%,-,18.4%,-,-,-,62963000,1446000,3236000,0,-1446000,16972000,0,-7343000,3117000,0,-1913000,-1531000,,,,,,
UNIP6,PNB,UNIPAR PARTICIPAÇÕES SA PNB,Químicos,Petroquímicos,2375,26/06/2020,1527,4183,4007000,2323180000,2605850000,31/03/2020,97818000,-1.49%,4.67%,4.17%,-33.21%,-32.26%,13.87%,173.41%,278.55%,65.57%,-1.62%,,9292,168,756,075,059,687,-193,1.8%,527,848,40.1%,026,1413,26.1%,10.0%,0.7%,7.8%,9.4%,1.8%,134,055,078,3931390000,478759000,1334060000,761432000,282673000,1382490000,3078810000,307365000,25003000,801680000,47275000,-92219000,,,,,,
GFSA3,ON,GAFISA ON,Construção e Engenharia,Construção Civil,560,26/06/2020,280,1015,34055300,672000000,1018830000,31/03/2020,120000000,-3.28%,32.70%,40.70%,-7.89%,-35.41%,-42.92%,-17.40%,30.70%,-21.83%,16.66%,,9399,076,1160,178,027,093,548,0.0%,1458,1759,-27.7%,006,735,35.0%,15.4%,1.9%,2.3%,2.8%,0.8%,170,081,015,2515890000,363337000,1755660000,710169000,346832000,881508000,376747000,57923000,7150000,71703000,1209000,-25462000,,,,,,
RDNI3,ON NM,RODOBENSIMOB ON NM,Construção e Engenharia,Construção Civil,969,26/06/2020,539,1662,244398,424131000,790168000,31/03/2020,43770000,-1.12%,30.42%,40.43%,30.94%,-38.43%,186.55%,-10.57%,12.84%,27.64%,-52.97%,,10472,070,2897,143,029,126,-147,0.1%,4099,5397,-15.4%,009,1392,28.4%,4.9%,1.7%,1.0%,1.0%,0.7%,243,068,020,1476300000,47981000,571713000,414018000,366037000,609221000,296700000,14640000,4050000,55833000,-5542000,-7376000,,,,,,
UNIP5,PNA,UNIPAR PARTICIPAÇÕES SA PNA,Químicos,Petroquímicos,2900,26/06/2020,1900,4052,26578,2836720000,3119390000,31/03/2020,97818000,3.39%,9.02%,7.77%,-17.90%,-17.19%,12.84%,169.32%,213.79%,55.15%,1.67%,,11346,205,923,092,072,839,-235,2.5%,631,1015,40.1%,026,1413,26.1%,10.0%,0.7%,7.8%,9.4%,1.8%,134,055,078,3931390000,478759000,1334060000,761432000,282673000,1382490000,3078810000,307365000,25003000,801680000,47275000,-92219000,,,,,,
UNIP3,ON,UNIPAR PARTICIPAÇÕES SA ON,Químicos,Petroquímicos,2961,26/06/2020,2265,3994,100231,2896390000,3179060000,31/03/2020,97818000,0.54%,6.51%,8.03%,-18.40%,-16.15%,12.12%,163.88%,222.67%,32.51%,16.46%,,11584,210,942,094,074,857,-240,1.3%,643,1034,40.1%,026,1413,26.1%,10.0%,0.7%,7.8%,9.4%,1.8%,134,055,078,3931390000,478759000,1334060000,761432000,282673000,1382490000,3078810000,307365000,25003000,801680000,47275000,-92219000,,,,,,
MRFG3,ON NM,Marfrig ON NM,Alimentos,Carnes e Derivados,1255,26/06/2020,629,1451,189805000,8927690000,28900600000,31/03/2020,711370000,-1.26%,-3.68%,1.62%,93.67%,26.00%,82.42%,-25.41%,10.74%,4.09%,12.19%,,11619,-867,212,017,026,473,-044,0.0%,533,687,32.6%,011,-145,13.7%,8.1%,2.7%,12.1%,17.1%,-7.5%,115,-2674,150,34883000000,7574180000,14156600000,27547100000,19972900000,-1030020000,52183000000,4207360000,76836000,13501600000,918962000,-136930000,,,,,,
AALR3,ON NM,ALLIAR ON NM,Saúde,Serviços Médico - Hospitalares. Análises e Diagnósticos,1020,26/06/2020,825,2296,9440020,1206590000,1774110000,31/03/2020,118293000,-4.14%,0.00%,12.46%,-26.06%,-43.36%,37.16%,-10.05%,1.03%,-23.68%,0.00%,,12396,096,1321,115,046,-8525,-171,0.9%,844,1943,0.9%,008,1068,24.4%,8.7%,1.8%,3.5%,3.9%,0.8%,098,065,040,2624780000,256040000,619861000,823557000,567517000,1262910000,1046880000,91324000,9734000,235863000,-1131000,-21680000,,,,,,
MGLU3,ON NM,MAGAZ LUIZA ON NM,Comércio,Eletrodomésticos,6935,26/06/2020,2602,7140,885272000,112675000000,110909000000,31/03/2020,1624730000,-0.49%,7.77%,7.55%,166.69%,45.48%,112.19%,126.39%,509.21%,503.78%,-69.67%,,13732,1497,14908,542,636,2409,27627,0.1%,8443,14674,24.1%,051,463,27.7%,3.6%,3.9%,4.3%,6.9%,10.9%,179,011,117,17710100000,2620170000,10589900000,853849000,-1766320000,7528060000,20792100000,755803000,820527000,5234750000,112744000,30803000,,,,,,
BIDI3,ON N2,INTER BANCO ON N2,Financeiros,Bancos,1280,26/06/2020,806,3686,5787380,9049000000,-,31/03/2020,706953000,4.23%,31.28%,30.08%,-55.67%,-13.58%,-48.71%,0.00%,0.00%,0.00%,0.00%,,15894,421,-,-,-,-,-,0.5%,-,-,18.9%,008,304,-,-,0.0%,0.0%,-,2.7%,-,-,-,10472700000,,,,,2147950000,,,56933000,,,-9871000,4023710000,5369180000,454490000,104175000,88351000,28225000
BIDI11,UNT N2,INTER BANCO UNT N2,Financeiros,Bancos,4088,26/06/2020,2446,7054,27584800,9633410000,-,31/03/2020,706953000,5.12%,21.67%,23.13%,-3.87%,-12.13%,14.46%,0.59%,0.00%,0.00%,0.00%,,16921,448,-,-,-,-,-,0.4%,-,-,18.9%,024,911,-,-,0.0%,0.0%,-,2.7%,-,-,-,10472700000,,,,,2147950000,,,56933000,,,-9871000,4023710000,5369180000,454490000,104175000,88351000,28225000
BIDI4,PN N2,INTER BANCO PN N2,Financeiros,Bancos,1390,26/06/2020,689,2341,28947800,9826650000,-,31/03/2020,706953000,3.96%,19.83%,19.83%,42.54%,-11.18%,145.62%,111.59%,0.00%,0.00%,0.00%,,17260,457,-,-,-,-,-,0.4%,-,-,18.9%,008,304,-,-,0.0%,0.0%,-,2.7%,-,-,-,10472700000,,,,,2147950000,,,56933000,,,-9871000,4023710000,5369180000,454490000,104175000,88351000,28225000
PEAB3,ON,CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA ON,Previdência e Seguros,Seguradoras,5100,16/06/2020,4050,5823,2876,655350000,502800000,31/03/2020,12850000,0.00%,6.12%,6.12%,20.40%,13.64%,40.24%,5.57%,32.07%,22.65%,0.36%,,17960,128,9308,533,099,339,546,7.1%,7141,7141,-14.1%,028,3998,24.8%,5.7%,2.7%,1.1%,1.5%,0.7%,370,-,019,660888000,152550000,265277000,0,-152550000,513790000,123070000,7040990,3649000,91483000,811000,-6647000,,,,,,
STBP3,ON NM,SBPAR ON NM,Transporte,Serviços de Apoio e Armazenagem,555,26/06/2020,301,841,23675400,3717380000,3780530000,31/03/2020,669798000,-0.89%,32.14%,29.98%,28.45%,-31.85%,93.38%,24.78%,41.25%,-13.04%,0.00%,,33167,277,6310,384,116,1241,-283,0.3%,1918,6418,3.2%,002,200,26.1%,6.1%,1.2%,1.8%,2.1%,0.8%,222,033,030,3198690000,372897000,545612000,436050000,63153000,1339860000,969191000,58909000,11208000,223817000,-2796000,-13221000,,,,,,
